"StartDate_w1","EndDate_w1","Progress_w1","Duration (in seconds)_w1","Finished_w1","RecordedDate_w1","UserLanguage_w1","gender_w1","gender_4_TEXT_w1","ideology_w1","pid_1_w1","pid_dem_w1","pid_rep_w1","pid_indep_w1","educ_w1","race_w1","hispanic_w1","birthyear_w1","Q27_w1","religion_w1","religiosity_w1","Q43_w1","income_w1","media_diet_1_w1","media_diet_2_w1","media_diet_3_w1","media_diet_4_w1","media_diet_5_w1","media_diet_6_w1","media_diet_7_w1","media_diet_8_w1","media_diet_9_w1","media_diet_10_w1","media_diet_11_w1","media_diet_12_w1","media_diet_13_w1","media_diet_14_w1","media_diet_15_w1","fc_1_belief_w1","Q43_1_w1","fc_2_belief_w1","fc_2_certainty_1_w1","fc_3_belief_w1","fc_3_certainty_1_w1","abortion_laws_w1","abortion_penalties_1_w1","abortion_penalties_2_w1","abortion_penalties_3_w1","abortion_penalties_4_w1","thermometer_1_w1","thermometer_2_w1","thermometer_3_w1","thermometer_5_w1","thermometer_6_w1","thermometer_7_w1","voting_w1","Q35_w1","Q46_w1","Q28_w1","Q29_w1","Q30_w1","Q31_w1","StartDate_w2","EndDate_w2","Progress_w2","Duration (in seconds)_w2","Finished_w2","RecordedDate_w2","UserLanguage_w2","Q3_First Click...23_w2","Q3_Last Click...24_w2","Q3_Page Submit...25_w2","Q3_Click Count...26_w2","Q6_First Click...27_w2","Q6_Last Click...28_w2","Q6_Page Submit...29_w2","Q6_Click Count...30_w2","Q1...31_w2","Q1_1...32_w2","Q1_2...33_w2","Q1_3...34_w2","Q1_4...35_w2","Q1_5...36_w2","Q2_First Click...37_w2","Q2_Last Click...38_w2","Q2_Page Submit...39_w2","Q2_Click Count...40_w2","Q3_First Click...41_w2","Q3_Last Click...42_w2","Q3_Page Submit...43_w2","Q3_Click Count...44_w2","Q3_First Click...45_w2","Q3_Last Click...46_w2","Q3_Page Submit...47_w2","Q3_Click Count...48_w2","Q6_First Click...49_w2","Q6_Last Click...50_w2","Q6_Page Submit...51_w2","Q6_Click Count...52_w2","Q1...53_w2","Q1_1...54_w2","Q1_2...55_w2","Q1_3...56_w2","Q1_4...57_w2","Q1_5...58_w2","Q2_First Click...59_w2","Q2_Last Click...60_w2","Q2_Page Submit...61_w2","Q2_Click Count...62_w2","Q3_First Click...63_w2","Q3_Last Click...64_w2","Q3_Page Submit...65_w2","Q3_Click Count...66_w2","Q3_First Click...67_w2","Q3_Last Click...68_w2","Q3_Page Submit...69_w2","Q3_Click Count...70_w2","Q6_First Click...71_w2","Q6_Last Click...72_w2","Q6_Page Submit...73_w2","Q6_Click Count...74_w2","Q1...75_w2","Q1_1...76_w2","Q1_2...77_w2","Q1_3...78_w2","Q1_4...79_w2","Q1_5...80_w2","Q1_6_w2","Q2_First Click...82_w2","Q2_Last Click...83_w2","Q2_Page Submit...84_w2","Q2_Click Count...85_w2","Q3_First Click...86_w2","Q3_Last Click...87_w2","Q3_Page Submit...88_w2","Q3_Click Count...89_w2","Q1...90_w2","Q2_1_w2","Q2_2_w2","Q2_3_w2","Q2_4_w2","fc1_w2","fc2_w2","fc3_w2"
"2024-01-31 13:57:55","2024-01-31 14:02:55","100","299","True","2024-01-31 14:02:55","EN","Man",NA,"Slightly conservative","Independent",NA,NA,"Closer to the Republican Party","High school diploma or the equivalent (GED)","White","No","1995","A lot","Protestant","Once or twice a month","No","$60,000 to less than $70,000","Never","Never","Once","Never","Several times","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Not very accurate","50","Not at all accurate","100","Very accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties","50","50","50","0","22","0","I  would be willing to wait in line for as long as it takes to vote","Extremely important","29","It is a fact that millions of Jewish civilians were killed in World War II","Moderately",NA,NA,"2024-02-22 10:21:37","2024-02-22 10:24:23","100","165","True","2024-02-22 10:24:23","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","66","50","30","0","2.616","11.904","12.743","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 13:37:22","2024-01-31 13:42:28","100","305","True","2024-01-31 13:42:29","EN","Man",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"Bachelor's degree","White","No","1975","A moderate amount","Nothing in particular","A few times a year","No","$40,000 to less than $50,000","Never","Never","Once","Never","Never","Never","Once","Never","Never","Never","Once","Never","Never","Several times","Several times","Not very accurate","50","Somewhat accurate","61","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"17","I would be willing to wait in line up to an hour to vote","Moderately important","49",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:07:11","2024-02-22 08:11:41","100","270","True","2024-02-22 08:11:41","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","30.56","0","0","0","93.745","0","Not at all accurate","50","50","23","50","50","1","6.186","18.264","19.671","6",NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 13:58:17","2024-01-31 14:08:31","100","613","True","2024-01-31 14:08:32","EN","Man",NA,"Moderate; middle of the road","Democrat","Not very strong Democrat",NA,NA,"Some college","White","No","1980","A moderate amount","Atheist","Never","No","$40,000 to less than $50,000","Several times","Never","Every day","Never","Never","Never","Never","Never","Never","Several times","Several times","Never","Several times","Never","Never","Not at all accurate","100","Not at all accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","100","50","2","50","50","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","43",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:08:43","2024-02-22 08:16:19","100","456","True","2024-02-22 08:16:20","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.609","0.609","349.244","1","0","0","15.483","0","Not at all accurate","50","100","100","50","100","5.417","9.914","10.884","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 14:08:35","2024-01-31 14:18:28","100","592","True","2024-01-31 14:18:28","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Some college","White","No","1982","A moderate amount","Agnostic","Never","No","$40,000 to less than $50,000","Never","Once","Several times","Several times","Several times","Never","Never","Several times","Never","Once","Once","Never","Never","Once","Several times","Not very accurate","70","Not at all accurate","90","Not at all accurate","95","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","60","10","50","90","80","I would be willing to wait in line up to an hour to vote","Extremely important","41","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-24 06:22:29","2024-02-24 06:26:59","100","269","True","2024-02-24 06:27:00","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.244","81.18","81.5","43","3.978","56.613","57.185","136","Not at all accurate","20","30","65","85","90","2.622","28.88","29.521","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:40:42","2024-01-31 13:44:57","100","254","True","2024-01-31 13:44:57","EN","Man",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"High school diploma or the equivalent (GED)","White","Yes","1991","A lot","Atheist","Never","No","$30,000 to less than $40,000","Several times","Never","Several times","Every day","Every day","Never","Every day","Never","Every day","Every day","Every day","Never","Never","Every day","Every day","Not at all accurate","100","Not at all accurate","90","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,"100","100","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","32","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:04:29","2024-02-22 08:08:11","100","221","True","2024-02-22 08:08:11","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","31.783","0","16.797","50.261","77.264","7","Not at all accurate","0","100","100","100","100","100","8.306","37.371","38.447","14",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 14:26:40","2024-01-31 14:30:23","100","222","True","2024-01-31 14:30:23","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Master's degree","White","No","1990","A little","Agnostic","Seldom","No","$50,000 to less than $60,000","Never","Never","Once","Once","Several times","Once","Every day","Once","Never","Never","Never","Never","Once","Several times","Once","Not very accurate","61","Not at all accurate","90","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,"50","80","I would be willing to wait in line up to an hour to vote","Very important","33","It is a fact that millions of Jewish civilians were killed in World War II","Very",NA,NA,"2024-02-22 16:59:35","2024-02-22 16:59:45","60","9","False","2024-02-26 15:21:23","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc"
"2024-01-31 14:06:54","2024-01-31 14:12:50","100","355","True","2024-01-31 14:12:50","EN","Woman",NA,"Slightly conservative","Republican",NA,"Not very strong Republican",NA,"Associate's degree","White,American Indian or Alaska Native","No","1966","A moderate amount","Protestant","Never","No","Less than $30,000","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Not very accurate","81","Not at all accurate","91","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,NA,NA,NA,NA,"78","I  would be willing to wait in line for as long as it takes to vote","Extremely important","57",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-23 09:09:14","2024-02-23 09:13:11","100","237","True","2024-02-23 09:13:12","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","50","87","70","50","80","15.579","31.798","32.718","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 14:05:45","2024-01-31 14:11:39","100","353","True","2024-01-31 14:11:40","EN","Woman",NA,"Very conservative","Republican",NA,"Strong Republican",NA,"Associate's degree","White","No","1962","A moderate amount","Protestant","Once a week","No","$70,000 to less than $80,000","Every day","Never","Several times","Several times","Never","Never","Never","Never","Every day","Never","Never","Several times","Never","Several times","Never","Very accurate","57","Not at all accurate","78","Somewhat accurate","53","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","50","51","50","50","50","25","I  would be willing to wait in line for as long as it takes to vote","Extremely important","61","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:11:16","2024-02-22 08:18:05","100","408","True","2024-02-22 08:18:05","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","221.7","0","1.179","1.179","51.969","1","Not at all accurate","46","100","34","45","45","13.675","27.837","30.811","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,"fc",NA
"2024-01-31 13:50:24","2024-01-31 13:55:38","100","313","True","2024-01-31 13:55:38","EN","Woman",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","Black or African American","No","1969","A lot","Protestant","Once a week","No","$30,000 to less than $40,000","Several times","Never","Several times","Every day","Several times","Once","Several times","Never","Never","Several times","Several times","Never","Once","Several times","Once","Not at all accurate","100","Not at all accurate","100","Not very accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","100",NA,NA,NA,NA,"100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","54",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:13:04","2024-02-22 08:20:54","100","470","True","2024-02-22 08:20:54","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","138.301","0","0","0","148.334","0","Not at all accurate","0","100","100","100","50","100","9.154","34.52","36.218","7",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 13:38:12","2024-01-31 13:48:00","100","588","True","2024-01-31 13:48:01","EN","Man",NA,"Slightly liberal","Independent",NA,NA,"Closer to the Democratic Party","Bachelor's degree","White","No","1990","A little","Agnostic","A few times a year","No","$30,000 to less than $40,000","Once","Never","Every day","Once","Several times","Never","Several times","Never","Never","Once","Once","Never","Never","Several times","Several times","Not at all accurate","96","Not at all accurate","90","Somewhat accurate","81","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","60","26",NA,NA,NA,"82","I  would be willing to wait in line for as long as it takes to vote","Very important","33",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 08:07:23","2024-02-22 08:17:07","100","584","True","2024-02-22 08:17:08","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","44.073","0","0","0","314.484","0","Not at all accurate","10","71","100","71","60","80","59.102","97.404","98.543","7",NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,NA,"fc"
"2024-01-31 14:02:24","2024-01-31 14:15:30","100","785","True","2024-01-31 14:15:30","EN","Man",NA,"Very liberal","Democrat","Strong Democrat",NA,NA,"Master's degree","White","No","1977","A moderate amount","Agnostic","Once or twice a month","No","$60,000 to less than $70,000","Once","Once","Several times","Never","Once","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Not at all accurate","93","Not very accurate","84","Not very accurate","90","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","91","I would be willing to wait in line for 1-3 hours to vote","Extremely important","46",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 09:37:38","2024-02-22 09:51:18","100","819","True","2024-02-22 09:51:19","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","50","50","18","50","92","31.921","37.153","38.234","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 14:07:38","2024-01-31 14:11:39","100","240","True","2024-01-31 14:11:40","EN","Woman",NA,"Slightly conservative","Republican",NA,"Not very strong Republican",NA,"Master's degree","White","No","1983","A moderate amount","Jewish","Once or twice a month","No","$60,000 to less than $70,000","Never","Never","Several times","Never","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Once","Never","Not very accurate","10","Not very accurate","34","Not at all accurate","60","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","62","61","61","15","50","11","I would be willing to wait in line up to an hour to vote","Very important","40",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 22:26:32","2024-02-22 22:29:58","100","205","True","2024-02-22 22:29:59","EN",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,"56","43",NA,"25","5.388","23.987","23.989","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","c",NA,NA
"2024-01-31 14:12:41","2024-01-31 14:29:32","100","1011","True","2024-01-31 14:29:33","EN","Man",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"High school diploma or the equivalent (GED)","White,American Indian or Alaska Native","No","1988","A little","Protestant","Seldom","No","Less than $30,000","Every day","Never","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Every day","Not very accurate","0","Not at all accurate","100","Somewhat accurate","0","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","50","50","50","0","50","0","I  would be willing to wait in line for as long as it takes to vote","Moderately important","35",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 10:20:27","2024-02-22 10:36:27","100","959","True","2024-02-22 10:36:27","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","25","25","25","50","25","21.565","72.693","73.6","14","0","0","57.228","0","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"mis"
"2024-01-31 14:21:57","2024-01-31 14:28:40","100","402","True","2024-01-31 14:28:40","EN","Man",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"Associate's degree","White","No","1953","A moderate amount","Protestant","Never","No","$50,000 to less than $60,000","Several times","Never","Every day","Once","Once","Never","Never","Never","Every day","Several times","Several times","Every day","Never","Once","Every day","Not very accurate","28","Not very accurate","79","Not at all accurate","100","The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,NA,"2",NA,"5","I would be willing to wait in line for 1-3 hours to vote","Extremely important","70","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 08:15:53","2024-02-22 08:19:20","100","206","True","2024-02-22 08:19:20","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","50","33","72","50","18","8.029","17.26","19.223","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need has been clearly established.","Should not face penalties","Should face penalties","Should face penalties","Should not face penalties",NA,"c",NA
"2024-01-31 14:31:36","2024-01-31 14:37:31","100","354","True","2024-01-31 14:37:32","EN","Woman",NA,"Moderate; middle of the road","Independent",NA,NA,"Neither","Bachelor's degree","White","Yes","1987","A moderate amount","Atheist","Never","No","$60,000 to less than $70,000","Once","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Not very accurate","82","Not very accurate","100","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","50","50","50","50","50","100","I would be willing to wait in line up to an hour to vote","Moderately important","36","It is a fact that millions of Jewish civilians were killed in World War II","Extremely",NA,NA,"2024-02-22 10:38:59","2024-02-22 10:43:59","100","300","True","2024-02-22 10:44:00","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","28","91","71","23","88","9.279","22.032","22.82","12","17.224","83.239","95.572","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"mis",NA
"2024-01-31 14:17:02","2024-01-31 14:22:37","100","335","True","2024-01-31 14:22:38","EN","Woman",NA,"Somewhat liberal","Democrat","Strong Democrat",NA,NA,"Bachelor's degree","White","No","1988","A little","Agnostic","A few times a year","No","$80,000 to less than $90,000","Several times","Several times","Every day","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Never","Several times","Several times","Several times","Not at all accurate","95","Not at all accurate","100","Somewhat accurate","85","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","15","15","6","90","70","91","I would be willing to wait in line for 1-3 hours to vote","Extremely important","35",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 13:50:42","2024-02-22 14:01:01","100","619","True","2024-02-22 14:01:02","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","284.445","0","47.746","130.161","139.947","74","Not at all accurate","10","45","40","80","90","3.099","34.239","35.3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
"2024-01-31 13:50:11","2024-01-31 13:57:13","100","421","True","2024-01-31 13:57:14","EN","Man",NA,"Somewhat conservative","Republican",NA,"Not very strong Republican",NA,"High school diploma or the equivalent (GED)","White","No","1968","A lot","Something else","Seldom","No","$40,000 to less than $50,000","Several times","Once","Every day","Every day","Every day","Several times","Every day","Never","Several times","Once","Once","Several times","Several times","Once","Every day","Somewhat accurate","20","Not very accurate","87","Not at all accurate","100","The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties","50","82","73","22","51","13","I  would be willing to wait in line for as long as it takes to vote","Extremely important","55",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 10:55:39","2024-02-22 11:03:08","100","449","True","2024-02-22 11:03:08","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","58.85","0","0","0","149.427","0","Not at all accurate","68","62","71","9","50","16","30.882","62.219","63.224","6",NA,NA,NA,NA,"The law should permit abortion only in case of rape, incest or when the woman's life is in danger.","Should face penalties","Should face penalties","Should face penalties","Should face penalties",NA,NA,"fc"
"2024-01-31 13:51:16","2024-01-31 14:00:29","100","552","True","2024-01-31 14:00:29","EN","Woman",NA,"Somewhat liberal","Democrat","Not very strong Democrat",NA,NA,"Bachelor's degree","White","No","1972","A moderate amount","Agnostic","Seldom","No","$60,000 to less than $70,000","Several times","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Once","Not at all accurate","70","Not at all accurate","95","Not at all accurate","100","By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties","0","0","0","90","100","100","I  would be willing to wait in line for as long as it takes to vote","Extremely important","51",NA,NA,"It is a fact that the Holocaust happened","Extremely","2024-02-22 10:53:39","2024-02-22 11:04:38","100","659","True","2024-02-22 11:04:39","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.312","125.142","127.65","38","14.807","225.27","263.881","24","Not at all accurate","0","60","60","100","100","11.936","43.678","45.717","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","Should not face penalties","Should not face penalties","Should not face penalties","Should not face penalties",NA,"fc",NA
